Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
1334,Nikola Milenković,rs SRB,DF,Fiorentina,it Serie A,26-009,1997,8,7,655,7.3,0,0,0,0,0,0,2,0,0.1,0.1,0.2,0.3,0,14,1,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04,Matches
1335,Arkadiusz Milik,pl POL,FW,Juventus,it Serie A,29-235,1994,7,1,190,2.1,2,1,3,2,0,0,0,0,2.3,2.3,1.2,3.5,2,4,14,0.95,0.47,1.42,0.95,1.42,1.11,0.56,1.67,1.11,1.67,Matches
1336,Vanja Milinković-Savić,rs SRB,GK,Torino,it Serie A,26-243,1997,8,8,720,8.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1337,Éder Militão,br BRA,DF,Real Madrid,es La Liga,25-276,1998,1,1,49,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1338,Enzo Millot,fr FRA,MF,Stuttgart,de Bundesliga,21-096,2002,6,5,454,5.0,2,0,2,2,0,0,1,0,0.8,0.8,0.6,1.4,6,25,35,0.40,0.00,0.40,0.40,0.40,0.16,0.11,0.27,0.16,0.27,Matches
1339,James Milner,eng ENG,DF,Brighton,eng Premier League,37-290,1986,5,3,229,2.5,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,2,17,15,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04,Matches
1340,Jovan Milošević,rs SRB,FW,Stuttgart,de Bundesliga,18-082,2005,3,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1341,Marko Milovanović,rs SRB,MF,Almería,es La Liga,20-078,2003,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1342,Kim Min-jae,kr KOR,DF,Bayern Munich,de Bundesliga,26-340,1996,7,7,597,6.6,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.3,2,51,1,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.05,0.02,0.05,Matches
1343,Takumi Minamino,jp JPN,MF,Monaco,fr Ligue 1,28-278,1995,7,6,529,5.9,3,3,6,3,0,0,0,0,1.0,1.0,1.5,2.5,11,22,58,0.51,0.51,1.02,0.51,1.02,0.18,0.25,0.43,0.18,0.43,Matches
1344,Lucas Mincarelli,fr FRA,DF,Montpellier,fr Ligue 1,19-289,2004,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1345,Tyrone Mings,eng ENG,DF,Aston Villa,eng Premier League,30-222,1993,1,1,30,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.02,0.07,0.09,0.02,0.09,Matches
1346,Óscar Mingueza,es ESP,"DF,MF",Celta Vigo,es La Liga,24-161,1999,9,9,810,9.0,1,0,1,1,0,0,0,0,1.5,1.5,1.0,2.5,16,31,40,0.11,0.00,0.11,0.11,0.11,0.17,0.12,0.28,0.17,0.28,Matches
1347,Ignasi Miquel,es ESP,DF,Granada,es La Liga,31-023,1992,10,10,855,9.5,0,1,1,0,0,0,3,0,0.5,0.5,0.8,1.4,2,28,3,0.00,0.11,0.11,0.00,0.11,0.06,0.09,0.15,0.06,0.15,Matches
1348,Rafa Mir,es ESP,FW,Sevilla,es La Liga,26-125,1997,6,2,178,2.0,1,0,1,1,0,0,1,0,0.6,0.6,0.2,0.8,3,2,10,0.51,0.00,0.51,0.51,0.51,0.31,0.10,0.41,0.31,0.41,Matches
1349,Ignacio Miramon,ar ARG,MF,Lille,fr Ligue 1,20-131,2003,2,1,39,0.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,3,0,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.12,0.12,0.12,Matches
1350,Aleksei Miranchuk,ru RUS,"MF,DF",Atalanta,it Serie A,28-004,1995,2,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,3,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
1351,Juan Miranda,es ESP,DF,Betis,es La Liga,23-275,2000,5,4,318,3.5,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.2,3,20,13,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.06,0.02,0.06,Matches
1352,Kevin Miranda,it ITA,DF,Sassuolo,it Serie A,20-225,2003,1,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1353,Fabio Miretti,it ITA,"MF,FW",Juventus,it Serie A,20-079,2003,7,5,282,3.1,0,0,0,0,0,0,2,0,0.1,0.1,0.3,0.4,6,9,9,0.00,0.00,0.00,0.00,0.00,0.04,0.10,0.14,0.04,0.14,Matches
1354,Filippo Missori,it ITA,DF,Sassuolo,it Serie A,19-211,2004,1,0,45,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,3,2,2,0.00,0.00,0.00,0.00,0.00,0.21,0.06,0.27,0.21,0.27,Matches
1355,Tyrick Mitchell,eng ENG,DF,Crystal Palace,eng Premier League,24-050,1999,8,8,720,8.0,0,1,1,0,0,0,1,0,0.1,0.1,0.6,0.7,7,20,42,0.00,0.12,0.12,0.00,0.12,0.01,0.07,0.08,0.01,0.08,Matches
1356,Kaoru Mitoma,jp JPN,FW,Brighton,eng Premier League,26-154,1997,8,7,665,7.4,3,3,6,3,0,0,3,0,1.9,1.9,1.5,3.4,47,18,93,0.41,0.41,0.81,0.41,0.81,0.26,0.20,0.46,0.26,0.46,Matches
1357,Aleksandar Mitrović,rs SRB,FW,Fulham,eng Premier League,29-035,1994,1,0,33,0.4,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,1,0,0.00,0.00,0.00,0.00,0.00,0.44,0.00,0.44,0.44,0.44,Matches
1358,Stefan Mitrović,rs SRB,DF,Getafe,es La Liga,33-152,1990,7,7,524,5.8,1,0,1,1,0,0,3,0,0.1,0.1,0.3,0.4,3,15,1,0.17,0.00,0.17,0.17,0.17,0.02,0.06,0.07,0.02,0.07,Matches
1359,Maximilian Mittelstädt,de GER,"FW,DF",Stuttgart,de Bundesliga,26-217,1997,6,0,98,1.1,0,1,1,0,0,0,0,0,0.0,0.0,0.2,0.2,3,4,7,0.00,0.92,0.92,0.00,0.92,0.00,0.18,0.18,0.00,0.18,Matches
1360,Henrikh Mkhitaryan,am ARM,MF,Inter,it Serie A,34-273,1989,8,7,620,6.9,2,1,3,2,0,0,1,0,1.2,1.2,1.1,2.2,22,44,25,0.29,0.15,0.44,0.29,0.44,0.17,0.16,0.32,0.17,0.32,Matches
1361,Luka Modrić,hr CRO,MF,Real Madrid,es La Liga,38-042,1985,7,3,287,3.2,0,0,0,0,0,0,1,0,0.3,0.3,0.7,1.0,6,40,15,0.00,0.00,0.00,0.00,0.00,0.09,0.22,0.31,0.09,0.31,Matches
1362,Terem Moffi,ng NGA,FW,Nice,fr Ligue 1,24-149,1999,8,7,569,6.3,3,2,5,3,0,0,1,0,2.7,2.7,1.1,3.9,11,4,46,0.47,0.32,0.79,0.47,0.79,0.43,0.18,0.61,0.43,0.61,Matches
1363,Mostafa Mohamed,eg EGY,FW,Nantes,fr Ligue 1,25-327,1997,7,6,539,6.0,5,0,5,3,2,2,1,1,2.6,1.0,0.1,1.1,4,7,26,0.83,0.00,0.83,0.50,0.50,0.43,0.02,0.45,0.16,0.19,Matches
1364,Kudus Mohammed,gh GHA,"FW,MF",West Ham,eng Premier League,23-080,2000,5,0,76,0.8,1,0,1,1,0,0,0,0,0.0,0.0,0.0,0.1,4,4,4,1.18,0.00,1.18,1.18,1.18,0.06,0.04,0.10,0.06,0.10,Matches
1365,Dion Moise Sahi,ci CIV,"MF,FW",Strasbourg,fr Ligue 1,21-305,2001,4,1,119,1.3,1,0,1,1,0,0,0,0,1.1,1.1,0.0,1.1,3,4,11,0.76,0.00,0.76,0.76,0.76,0.83,0.00,0.83,0.83,0.83,Matches
1366,Johan Mojica,co COL,"DF,FW",Osasuna,es La Liga,31-061,1992,6,4,353,3.9,0,0,0,0,0,0,0,0,0.8,0.8,0.8,1.5,20,17,39,0.00,0.00,0.00,0.00,0.00,0.20,0.20,0.39,0.20,0.39,Matches
1367,Nahuel Molina,ar ARG,DF,Atlético Madrid,es La Liga,25-198,1998,6,5,439,4.9,2,0,2,2,0,0,0,0,0.6,0.6,0.2,0.8,5,14,28,0.41,0.00,0.41,0.41,0.41,0.12,0.04,0.16,0.12,0.16,Matches
1368,Florent Mollet,fr FRA,"MF,FW",Nantes,fr Ligue 1,31-336,1991,7,6,481,5.3,1,2,3,1,0,0,2,0,1.7,1.7,0.3,2.0,7,17,32,0.19,0.37,0.56,0.19,0.56,0.33,0.05,0.38,0.33,0.38,Matches
1369,Jon Moncayola,es ESP,MF,Osasuna,es La Liga,25-161,1998,8,5,483,5.4,0,0,0,0,0,0,1,0,0.1,0.1,0.5,0.6,6,28,11,0.00,0.00,0.00,0.00,0.00,0.01,0.10,0.11,0.01,0.11,Matches
1370,Ilario Monterisi,it ITA,DF,Frosinone,it Serie A,21-306,2001,7,6,496,5.5,1,0,1,1,0,0,0,0,0.8,0.8,0.0,0.8,0,11,1,0.18,0.00,0.18,0.18,0.18,0.14,0.00,0.14,0.14,0.14,Matches
1371,César Montes,mx MEX,DF,Almería,es La Liga,26-239,1997,3,3,243,2.7,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1,11,0,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05,Matches
1372,Gonzalo Montiel,ar ARG,DF,Nott'ham Forest,eng Premier League,26-293,1997,4,1,168,1.9,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.2,4,9,7,0.00,0.00,0.00,0.00,0.00,0.05,0.06,0.11,0.05,0.11,Matches
1373,Lorenzo Montipò,it ITA,GK,Hellas Verona,it Serie A,27-243,1996,8,8,720,8.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1374,Kieffer Moore,wls WAL,"FW,MF",Bournemouth,eng Premier League,31-074,1992,4,0,82,0.9,0,0,0,0,0,0,0,0,0.5,0.5,0.2,0.7,1,3,12,0.00,0.00,0.00,0.00,0.00,0.53,0.24,0.77,0.53,0.77,Matches
1375,Álvaro Morata,es ESP,FW,Atlético Madrid,es La Liga,30-363,1992,7,5,485,5.4,5,0,5,5,0,0,3,1,3.2,3.2,0.1,3.2,3,6,17,0.93,0.00,0.93,0.93,0.93,0.59,0.01,0.59,0.59,0.59,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
1376,Diego Moreira,pt POR,MF,Lyon,fr Ligue 1,19-076,2004,2,1,65,0.7,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,3,3,5,0.00,0.00,0.00,0.00,0.00,0.08,0.41,0.49,0.08,0.49,Matches
1377,Alberto Moreno,es ESP,DF,Villarreal,es La Liga,31-108,1992,5,2,205,2.3,0,1,1,0,0,0,2,1,0.1,0.1,0.3,0.4,4,13,14,0.00,0.44,0.44,0.00,0.44,0.06,0.14,0.20,0.06,0.20,Matches
1378,Gerard Moreno,es ESP,"FW,MF",Villarreal,es La Liga,31-197,1992,7,6,464,5.2,3,0,3,3,0,0,0,0,1.7,1.7,0.4,2.1,9,35,32,0.58,0.00,0.58,0.58,0.58,0.33,0.08,0.41,0.33,0.41,Matches
1379,Manu Morlanes,es ESP,MF,Mallorca,es La Liga,24-282,1999,8,4,319,3.5,0,0,0,0,0,0,1,0,0.3,0.3,0.1,0.5,3,9,5,0.00,0.00,0.00,0.00,0.00,0.09,0.04,0.13,0.09,0.13,Matches
1380,Nikola Moro,hr CRO,"MF,FW",Bologna,it Serie A,25-223,1998,5,4,234,2.6,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,5,15,13,0.00,0.00,0.00,0.00,0.00,0.04,0.02,0.07,0.04,0.07,Matches
1381,Carlton Morris,eng ENG,FW,Luton Town,eng Premier League,27-309,1995,8,8,690,7.7,3,1,4,1,2,2,1,0,3.3,1.7,0.4,2.1,8,24,42,0.39,0.13,0.52,0.13,0.26,0.43,0.05,0.48,0.22,0.27,Matches
1382,Cristhian Mosquera,co COL,DF,Valencia,es La Liga,19-116,2004,7,4,466,5.2,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.3,3,12,3,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches
1383,Dany Mota,pt POR,"FW,MF",Monza,it Serie A,25-172,1998,7,5,425,4.7,0,0,0,0,0,0,1,0,1.5,1.5,0.3,1.7,20,13,26,0.00,0.00,0.00,0.00,0.00,0.31,0.05,0.36,0.31,0.36,Matches
1384,Lebo Mothiba,za RSA,FW,Strasbourg,fr Ligue 1,27-266,1996,7,3,315,3.5,2,0,2,2,0,0,0,0,3.5,3.5,0.1,3.6,3,7,17,0.57,0.00,0.57,0.57,0.57,1.00,0.02,1.03,1.00,1.03,Matches
1385,Youssoufa Moukoko,de GER,"FW,MF",Dortmund,de Bundesliga,18-335,2004,4,0,51,0.6,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,3,2,4,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.11,0.11,0.11,Matches
1386,Steve Mounié,bj BEN,FW,Brest,fr Ligue 1,29-022,1994,8,3,318,3.5,1,0,1,1,0,0,2,0,1.3,1.3,0.1,1.3,3,5,19,0.28,0.00,0.28,0.28,0.28,0.36,0.02,0.38,0.36,0.38,Matches
1387,Mason Mount,eng ENG,MF,Manchester Utd,eng Premier League,24-284,1999,4,4,289,3.2,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.4,5,11,19,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.12,0.06,0.12,Matches
1388,Samuel Moutoussamy,cd COD,"MF,FW",Nantes,fr Ligue 1,27-070,1996,7,2,250,2.8,1,0,1,1,0,0,2,0,0.4,0.4,0.1,0.6,2,9,7,0.36,0.00,0.36,0.36,0.36,0.16,0.05,0.21,0.16,0.21,Matches
1389,Mykhailo Mudryk,ua UKR,"FW,DF",Chelsea,eng Premier League,22-289,2001,7,3,244,2.7,1,0,1,1,0,0,1,0,0.7,0.7,0.8,1.5,15,6,20,0.37,0.00,0.37,0.37,0.37,0.24,0.31,0.55,0.24,0.55,Matches
1390,François Mughe,cm CMR,MF,Marseille,fr Ligue 1,19-127,2004,4,2,163,1.8,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,6,7,16,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.10,0.05,0.10,Matches
1391,Joel Mugisha,no NOR,"FW,MF",Lorient,fr Ligue 1,20-343,2002,4,0,81,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,1,11,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
1392,Nordi Mukiele,fr FRA,DF,Paris S-G,fr Ligue 1,25-354,1997,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1393,Samuele Mulattieri,it ITA,FW,Sassuolo,it Serie A,23-014,2000,5,0,82,0.9,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.4,3,0,4,0.00,0.00,0.00,0.00,0.00,0.33,0.11,0.44,0.33,0.44,Matches
1394,Andreas Müller,de GER,MF,Darmstadt 98,de Bundesliga,23-093,2000,1,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1395,Jannik Müller,de GER,DF,Darmstadt 98,de Bundesliga,29-276,1994,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1396,Kevin Müller,de GER,GK,Heidenheim,de Bundesliga,32-220,1991,7,7,630,7.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1397,Thomas Müller,de GER,MF,Bayern Munich,de Bundesliga,34-038,1989,6,3,240,2.7,0,2,2,0,0,0,0,0,0.4,0.4,1.6,2.0,7,9,25,0.00,0.75,0.75,0.00,0.75,0.15,0.58,0.74,0.15,0.74,Matches
1398,Abdul Mumin,gh GHA,DF,Rayo Vallecano,es La Liga,25-137,1998,2,1,90,1.0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1399,Marshall Munetsi,zw ZIM,MF,Reims,fr Ligue 1,27-121,1996,8,7,643,7.1,2,3,5,2,0,0,1,0,3.0,3.0,0.7,3.6,9,15,28,0.28,0.42,0.70,0.28,0.70,0.41,0.09,0.51,0.41,0.51,Matches
1400,Iker Muniain,es ESP,"MF,FW",Athletic Club,es La Liga,30-306,1992,8,3,280,3.1,0,0,0,0,0,0,1,0,0.9,0.9,0.2,1.1,9,16,23,0.00,0.00,0.00,0.00,0.00,0.28,0.05,0.34,0.28,0.34,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
1401,Rodrigo Muniz,br BRA,FW,Fulham,eng Premier League,22-170,2001,3,0,28,0.3,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,1,1,0.00,0.00,0.00,0.00,0.00,0.59,0.13,0.71,0.59,0.71,Matches
1402,Aihen Muñoz,es ESP,DF,Real Sociedad,es La Liga,26-066,1997,9,5,579,6.4,0,1,1,0,0,0,1,0,0.0,0.0,0.6,0.7,15,24,12,0.00,0.16,0.16,0.00,0.16,0.01,0.10,0.11,0.01,0.11,Matches
1403,Iker Muñoz,es ESP,MF,Osasuna,es La Liga,20-350,2002,7,5,425,4.7,1,0,1,1,0,0,2,0,0.3,0.3,0.0,0.3,2,17,4,0.21,0.00,0.21,0.21,0.21,0.06,0.00,0.06,0.06,0.06,Matches
1404,Javier Muñoz,es ESP,"MF,FW",Las Palmas,es La Liga,28-235,1995,9,5,452,5.0,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,5,13,24,0.00,0.00,0.00,0.00,0.00,0.07,0.02,0.10,0.07,0.10,Matches
1405,Luis Muriel,co COL,"FW,MF",Atalanta,it Serie A,32-188,1991,5,0,104,1.2,0,1,1,0,0,0,0,0,0.3,0.3,0.9,1.2,7,9,16,0.00,0.87,0.87,0.00,0.87,0.26,0.80,1.06,0.26,1.06,Matches
1406,Murillo,br BRA,DF,Nott'ham Forest,eng Premier League,21-109,2002,2,2,180,2.0,0,0,0,0,0,0,0,0,0.5,0.5,0.1,0.6,2,7,0,0.00,0.00,0.00,0.00,0.00,0.24,0.07,0.31,0.24,0.31,Matches
1407,Vedat Muriqi,xk KVX,FW,Mallorca,es La Liga,29-180,1994,9,9,796,8.8,4,2,6,3,1,3,0,0,4.6,2.2,1.4,3.6,8,12,32,0.45,0.23,0.68,0.34,0.57,0.52,0.16,0.68,0.25,0.41,Matches
1408,Jacob Murphy,eng ENG,FW,Newcastle Utd,eng Premier League,28-239,1995,3,0,15,0.2,0,1,1,0,0,0,0,0,0.0,0.0,0.6,0.6,1,3,0,0.00,6.00,6.00,0.00,6.00,0.00,3.39,3.39,0.00,3.39,Matches
1409,Yunus Musah,us USA,"MF,FW",Milan,it Serie A,20-326,2002,6,2,304,3.4,0,1,1,0,0,0,2,0,0.2,0.2,0.3,0.5,8,7,16,0.00,0.30,0.30,0.00,0.30,0.06,0.09,0.15,0.06,0.15,Matches
1410,Jamal Musiala,de GER,MF,Bayern Munich,de Bundesliga,20-237,2003,4,2,218,2.4,0,1,1,0,0,0,1,0,0.6,0.6,0.7,1.3,12,11,15,0.00,0.41,0.41,0.00,0.41,0.26,0.27,0.54,0.26,0.54,Matches
1411,Juan Musso,ar ARG,GK,Atalanta,it Serie A,29-168,1994,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1412,Yvon Mvogo,ch SUI,GK,Lorient,fr Ligue 1,29-137,1994,8,8,720,8.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1413,Junior Mwanga,fr FRA,MF,Strasbourg,fr Ligue 1,20-163,2003,2,1,89,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,3,0,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05,Matches
1414,Phillipp Mwene,at AUT,DF,Mainz 05,de Bundesliga,29-265,1994,3,3,233,2.6,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,5,7,17,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.08,0.00,0.08,Matches
1415,Vitaliy Mykolenko,ua UKR,DF,Everton,eng Premier League,24-145,1999,4,4,360,4.0,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.5,2,8,10,0.00,0.00,0.00,0.00,0.00,0.05,0.06,0.11,0.05,0.11,Matches
1416,Joakim Mæhle,dk DEN,DF,Wolfsburg,de Bundesliga,26-154,1997,7,7,606,6.7,1,0,1,1,0,0,1,0,0.7,0.7,0.7,1.4,17,29,33,0.15,0.00,0.15,0.15,0.15,0.11,0.10,0.21,0.11,0.21,Matches
1417,Obite N'Dicka,ci CIV,DF,Roma,it Serie A,24-062,1999,5,5,450,5.0,0,0,0,0,0,0,0,0,0.4,0.4,0.3,0.7,2,12,1,0.00,0.00,0.00,0.00,0.00,0.07,0.06,0.13,0.07,0.13,Matches
1418,Kévin N'Doram,fr FRA,MF,Metz,fr Ligue 1,27-272,1996,7,7,600,6.7,0,1,1,0,0,0,1,0,0.1,0.1,0.1,0.2,8,33,1,0.00,0.15,0.15,0.00,0.15,0.02,0.01,0.03,0.02,0.03,Matches
1419,Joseph N'Duquidi,fr FRA,MF,Metz,fr Ligue 1,18-355,2004,3,2,185,2.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,8,1,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
1420,Nathan N'Goumou,fr FRA,"FW,MF",M'Gladbach,de Bundesliga,23-221,2000,6,4,322,3.6,1,1,2,1,0,0,0,0,0.6,0.6,0.1,0.8,10,9,28,0.28,0.28,0.56,0.28,0.56,0.18,0.03,0.21,0.18,0.21,Matches
1421,Stanley N'Soki,fr FRA,DF,Hoffenheim,de Bundesliga,24-195,1999,1,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1422,Nacho,es ESP,DF,Real Madrid,es La Liga,33-276,1990,6,2,286,3.2,0,0,0,0,0,0,1,1,0.3,0.3,0.1,0.4,2,11,5,0.00,0.00,0.00,0.00,0.00,0.08,0.05,0.12,0.08,0.12,Matches
1423,Bilal Nadir,fr FRA,DF,Marseille,fr Ligue 1,19-327,2003,2,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.77,0.77,0.00,0.77,Matches
1424,Marvelous Nakamba,zw ZIM,MF,Luton Town,eng Premier League,29-275,1994,8,8,720,8.0,0,0,0,0,0,0,3,0,0.2,0.2,0.4,0.6,0,27,4,0.00,0.00,0.00,0.00,0.00,0.02,0.05,0.07,0.02,0.07,Matches
1425,Keito Nakamura,jp JPN,FW,Reims,fr Ligue 1,23-085,2000,8,6,475,5.3,1,1,2,1,0,0,1,0,1.1,1.1,0.6,1.7,11,22,45,0.19,0.19,0.38,0.19,0.38,0.20,0.11,0.31,0.20,0.31,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
1426,Nahitan Nández,uy URU,"MF,DF",Cagliari,it Serie A,27-297,1995,8,7,576,6.4,1,1,2,0,1,1,0,0,2.0,1.2,0.6,1.8,17,28,26,0.16,0.16,0.31,0.00,0.16,0.31,0.10,0.40,0.18,0.28,Matches
1427,Matija Nastasić,rs SRB,DF,Mallorca,es La Liga,30-207,1993,5,5,450,5.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,7,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1428,Natan,br BRA,DF,Napoli,it Serie A,22-257,2001,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,5,16,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.00,0.02,Matches
1429,Roberto Navarro,es ESP,MF,Cádiz,es La Liga,21-192,2002,3,1,126,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.2,6,4,4,0.00,0.00,0.00,0.00,0.00,0.01,0.11,0.12,0.01,0.12,Matches
1430,Jesús Navas,es ESP,DF,Sevilla,es La Liga,37-334,1985,7,5,435,4.8,0,0,0,0,0,0,2,0,0.0,0.0,0.2,0.2,13,22,29,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Matches
1431,Michel Ndary Adopo,fr FRA,"MF,DF",Atalanta,it Serie A,23-094,2000,3,0,32,0.4,0,1,1,0,0,0,0,0,0.0,0.0,0.1,0.1,0,4,5,0.00,2.81,2.81,0.00,2.81,0.00,0.14,0.14,0.00,0.14,Matches
